date,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,UVI,Cloud Amount
2016-01-01,1021.0166666666668,1024.2166666666667,18.712500000000002,13.75,73.33333333333333,3.3624999999999994,95.0,6.620833333333334,100.0,0.0,0.0,0.8333333333333334,3.2570833333333336
2016-01-02,1018.8583333333335,1022.0583333333334,19.2625,16.945833333333333,86.66666666666667,3.1999999999999997,47.5,6.3166666666666655,68.33333333333333,3.0,6.8,0.4583333333333333,9.722083333333332
2016-01-03,1016.5541666666667,1019.7541666666666,19.224999999999998,18.570833333333333,96.04166666666667,3.016666666666667,59.583333333333336,6.516666666666666,89.16666666666667,102.0,18.7,0.2916666666666667,9.57625
2016-01-04,1015.5625,1018.7374999999998,21.441666666666663,20.195833333333333,92.83333333333333,2.3041666666666667,79.16666666666667,4.358333333333333,115.0,0.0,0.0,0.75,7.423750000000001
2016-01-05,1013.8583333333335,1017.0083333333332,23.041666666666668,20.35833333333333,85.25,2.0583333333333336,111.66666666666667,4.2875000000000005,157.5,0.0,0.0,0.9166666666666666,6.722083333333333
2016-01-06,1014.2875,1017.4541666666668,21.162499999999998,18.412499999999998,84.70833333333333,4.1,50.833333333333336,8.554166666666667,108.75,0.5,0.8,0.8333333333333334,6.027916666666667
2016-01-07,1016.8708333333334,1020.0666666666666,19.162499999999998,15.266666666666666,78.41666666666667,4.075,44.583333333333336,8.529166666666667,129.16666666666666,0.0,0.0,0.875,7.916666666666667
2016-01-08,1015.9708333333333,1019.1666666666666,18.370833333333334,14.591666666666667,79.125,4.858333333333333,45.416666666666664,9.791666666666666,79.58333333333333,2.5,2.3000000000000003,0.9166666666666666,6.694583333333334
2016-01-09,1017.0625,1020.2583333333332,17.945833333333336,13.883333333333335,77.41666666666667,3.9291666666666667,67.08333333333333,7.870833333333334,67.5,0.0,0.0,1.0416666666666667,1.76375
2016-01-10,1014.9416666666666,1018.1374999999999,18.59583333333333,15.504166666666668,82.45833333333333,3.5124999999999993,55.0,7.099999999999999,65.0,0.0,0.0,0.8333333333333334,5.159583333333333
2016-01-11,1012.8041666666667,1016.0041666666666,18.345833333333335,16.808333333333334,90.70833333333333,4.120833333333334,61.666666666666664,8.700000000000001,64.58333333333333,2.9,2.7,0.3333333333333333,8.451666666666666
2016-01-12,1014.8833333333333,1018.0833333333334,18.3,14.908333333333333,80.91666666666667,4.395833333333333,68.75,9.079166666666667,100.0,0.0,0.0,0.7916666666666666,8.1525
2016-01-13,1016.3125,1019.5166666666668,15.995833333333332,13.291666666666666,84.25,4.879166666666667,40.416666666666664,9.625,41.666666666666664,1.5,4.8,0.5833333333333334,8.333333333333334
2016-01-14,1015.7583333333332,1018.9916666666668,15.870833333333332,12.316666666666668,79.79166666666667,4.029166666666666,83.75,7.8500000000000005,92.5,0.0,0.0,0.75,5.083333333333333
2016-01-15,1012.9666666666667,1016.1666666666666,15.775,14.145833333333334,90.125,3.3791666666666664,53.75,6.354166666666667,74.58333333333333,3.5,8.4,0.25,9.41
2016-01-16,1011.3666666666667,1014.5416666666666,18.858333333333334,15.754166666666668,82.70833333333333,2.375,117.5,5.254166666666666,151.66666666666666,0.5,0.5,1.0,5.826249999999999
2016-01-17,1007.4833333333332,1010.6750000000001,19.070833333333333,17.904166666666665,93.04166666666667,2.816666666666667,60.0,6.5625,90.0,4.0,6.700000000000001,0.4583333333333333,8.777916666666668
2016-01-18,1012.8541666666666,1016.0541666666668,16.55,12.125,75.66666666666667,4.570833333333334,31.25,9.291666666666666,64.16666666666667,0.0,0.3,1.0833333333333333,4.13875
2016-01-19,1016.9,1020.1041666666666,16.837500000000002,12.395833333333334,75.58333333333333,3.6999999999999997,26.25,7.108333333333333,72.08333333333333,0.0,0.0,0.875,5.458333333333333
2016-01-20,1017.3708333333334,1020.6041666666666,16.9875,13.025,77.79166666666667,3.7875,60.833333333333336,7.1125,132.91666666666666,0.0,0.0,0.9583333333333334,6.888749999999999
2016-01-21,1013.8708333333334,1017.0541666666664,18.6375,15.408333333333333,81.79166666666667,4.341666666666666,38.333333333333336,8.291666666666666,55.416666666666664,0.0,0.0,0.8333333333333334,5.833333333333333
2016-01-22,1014.2041666666668,1017.3916666666668,18.025000000000002,15.066666666666668,83.16666666666667,3.5625,112.91666666666667,7.745833333333334,110.41666666666667,3.0,1.6,0.9166666666666666,7.819583333333334
2016-01-23,1018.8625000000001,1022.1375000000002,12.304166666666667,9.495833333333332,83.04166666666667,7.766666666666667,28.75,16.220833333333335,47.916666666666664,1.0,0.7,0.3333333333333333,9.541666666666666
2016-01-24,1026.9833333333333,1030.3708333333334,6.633333333333333,2.3625000000000003,75.25,8.5875,29.166666666666668,18.724999999999998,32.916666666666664,2.0,3.1999999999999997,0.25,9.395833333333334
2016-01-25,1026.4791666666667,1029.8208333333334,9.1,2.029166666666667,61.541666666666664,5.341666666666666,25.833333333333332,11.174999999999999,70.83333333333333,0.0,0.0,0.8333333333333334,8.541666666666666
2016-01-26,1022.9375,1026.2,13.9625,8.216666666666667,69.45833333333333,3.3208333333333333,70.41666666666667,6.566666666666666,97.08333333333333,0.0,0.0,1.125,3.7220833333333334
2016-01-27,1020.0333333333333,1023.2583333333332,17.462500000000002,14.020833333333334,81.16666666666667,2.7375000000000003,77.91666666666667,5.566666666666666,91.66666666666667,1.0,3.4,0.875,8.6875
2016-01-28,1016.2583333333332,1019.4458333333332,18.28333333333333,16.266666666666666,88.33333333333333,3.141666666666667,71.66666666666667,6.729166666666667,83.33333333333333,3.5,6.5,0.9583333333333334,8.9375
2016-01-29,1014.3041666666668,1017.5041666666666,17.89166666666667,16.720833333333335,92.875,3.470833333333333,83.33333333333333,8.0625,96.66666666666667,39.0,9.7,0.25,9.04875
2016-01-30,1016.1666666666666,1019.3666666666667,17.854166666666668,16.308333333333334,90.83333333333333,3.841666666666667,52.916666666666664,7.670833333333333,58.75,1.0,0.8,0.7083333333333334,9.833333333333334
2016-01-31,1016.7958333333332,1019.9916666666668,17.474999999999998,14.716666666666669,84.33333333333333,4.220833333333333,48.75,8.095833333333333,105.83333333333333,0.0,0.0,1.2916666666666667,7.284583333333333
2016-02-01,1016.3041666666667,1019.5208333333334,16.575,13.266666666666666,81.08333333333333,6.129166666666666,37.083333333333336,12.204166666666666,55.416666666666664,0.0,0.0,1.4166666666666667,8.0
2016-02-02,1018.0708333333332,1021.3375,14.054166666666667,10.945833333333335,81.75,4.666666666666667,39.166666666666664,9.808333333333332,68.75,0.0,0.0,0.5833333333333334,9.42375
2016-02-03,1018.4625,1021.6958333333332,15.549999999999997,12.195833333333333,80.66666666666667,4.2375,36.666666666666664,8.175,48.333333333333336,0.0,0.0,1.125,4.972083333333333
2016-02-04,1016.5625,1019.7625000000002,16.791666666666668,14.112500000000002,84.5,5.070833333333334,34.583333333333336,9.879166666666666,43.333333333333336,0.0,0.1,1.4166666666666667,7.548750000000001
2016-02-05,1014.7541666666666,1017.9541666666665,15.733333333333334,13.0375,84.5,5.958333333333333,32.916666666666664,12.570833333333335,53.75,5.5,4.3,1.0,8.319583333333334
2016-02-06,1017.9833333333332,1021.2541666666666,12.833333333333334,5.6625000000000005,62.166666666666664,8.012500000000001,36.25,16.55,35.416666666666664,0.0,0.0,0.7083333333333334,5.13875
2016-02-07,1020.6749999999998,1023.9499999999999,12.583333333333334,4.1125,56.666666666666664,4.979166666666667,40.416666666666664,10.1,57.083333333333336,0.0,0.0,1.2916666666666667,0.0
2016-02-08,1020.1749999999998,1023.4333333333334,14.408333333333331,3.608333333333333,50.958333333333336,3.641666666666667,67.91666666666667,7.3166666666666655,123.33333333333333,0.0,0.0,1.375,0.0
2016-02-09,1018.5416666666666,1021.7750000000001,16.3875,8.783333333333333,61.875,1.8583333333333332,114.58333333333333,4.254166666666666,125.83333333333333,0.0,0.0,1.375,1.5625
2016-02-10,1015.3791666666667,1018.5958333333334,17.84583333333333,11.050000000000002,65.66666666666667,1.7333333333333332,92.08333333333333,3.6999999999999997,93.75,0.0,0.0,0.75,7.763749999999999
2016-02-11,1012.9125,1016.0875,20.720833333333335,16.125,75.70833333333333,2.7999999999999994,120.0,6.575,127.91666666666667,10.5,1.4,1.125,7.5625
2016-02-12,1012.0708333333333,1015.2083333333334,22.97083333333333,21.095833333333335,89.20833333333333,2.8625000000000003,182.08333333333334,5.779166666666666,182.08333333333334,22.0,2.9000000000000004,0.8333333333333334,5.583333333333333
2016-02-13,1011.4166666666666,1014.5208333333334,25.0625,20.270833333333332,75.875,2.3625000000000003,193.33333333333334,4.7250000000000005,194.58333333333334,0.0,0.0,1.5416666666666667,2.3125
2016-02-14,1012.4083333333334,1015.5333333333333,22.454166666666666,17.15833333333333,72.41666666666667,3.0999999999999996,147.5,6.245833333333334,171.25,0.0,0.0,1.25,3.5416666666666665
2016-02-15,1018.8958333333334,1022.1750000000001,13.329166666666666,8.737499999999999,73.91666666666667,5.354166666666667,73.75,10.966666666666667,81.25,0.0,0.0,0.625,7.944583333333334
2016-02-16,1020.2624999999999,1023.5625,13.595833333333333,8.929166666666667,73.375,2.9125,85.0,5.8875,89.58333333333333,0.0,0.0,0.25,9.708333333333334
2016-02-17,1019.2083333333334,1022.4416666666666,16.420833333333334,11.120833333333335,71.25,2.7750000000000004,67.91666666666667,5.7875000000000005,126.25,0.0,0.0,0.9166666666666666,7.861250000000001
2016-02-18,1017.5458333333332,1020.7458333333334,17.8125,14.479166666666666,81.375,3.6749999999999994,71.25,7.0666666666666655,87.91666666666667,0.0,0.0,1.125,8.222083333333332
2016-02-19,1016.0458333333332,1019.225,19.183333333333334,15.645833333333334,80.58333333333333,3.8124999999999996,75.0,7.712500000000001,112.5,0.0,0.0,1.25,5.5625
2016-02-20,1017.5749999999999,1020.775,16.604166666666668,11.070833333333335,70.08333333333333,5.3374999999999995,66.25,10.779166666666669,66.66666666666667,0.0,0.0,1.0,8.770833333333334
2016-02-21,1018.8458333333333,1022.0458333333335,17.833333333333332,11.804166666666667,67.91666666666667,1.9958333333333336,103.33333333333333,4.2124999999999995,142.91666666666666,0.0,0.0,0.9583333333333334,8.61125
2016-02-22,1017.7333333333332,1020.9125,19.962500000000002,15.258333333333333,74.75,2.5083333333333333,134.16666666666666,5.2875,126.66666666666667,0.0,0.0,1.375,3.3054166666666664
2016-02-23,1017.5500000000001,1020.7416666666668,18.349999999999998,14.2125,77.16666666666667,4.883333333333334,60.0,9.991666666666667,66.66666666666667,0.0,0.0,1.3333333333333333,5.5
2016-02-24,1021.3083333333333,1024.5333333333333,16.15,12.033333333333331,76.75,4.533333333333333,67.5,9.079166666666667,75.83333333333333,0.0,0.1,1.0,9.416666666666666
2016-02-25,1023.3666666666668,1026.6000000000001,17.133333333333333,12.508333333333333,74.29166666666667,2.5541666666666667,98.33333333333333,5.395833333333333,167.91666666666666,0.0,0.0,0.75,8.88875
2016-02-26,1022.1541666666667,1025.3541666666667,17.616666666666667,13.391666666666666,76.45833333333333,4.083333333333333,59.583333333333336,7.75,97.08333333333333,0.0,0.0,1.0833333333333333,7.91
2016-02-27,1019.7416666666667,1022.9416666666666,17.125,13.975000000000001,82.04166666666667,4.325,55.416666666666664,8.666666666666666,63.75,0.0,0.0,1.2083333333333333,5.388749999999999
2016-02-28,1018.5,1021.6791666666668,18.879166666666666,15.020833333333334,79.08333333333333,3.129166666666667,97.08333333333333,6.508333333333333,133.75,0.0,0.0,1.5833333333333333,5.26375
2016-02-29,1019.7166666666667,1022.9083333333334,19.150000000000002,13.020833333333334,69.20833333333333,4.833333333333333,56.25,9.641666666666667,87.91666666666667,0.0,0.0,1.5416666666666667,2.54875
2016-03-01,1020.4666666666667,1023.6999999999999,17.479166666666668,9.983333333333333,61.875,2.4333333333333336,143.75,5.375,155.0,0.0,0.0,1.4583333333333333,0.75
2016-03-02,1020.2541666666666,1023.4541666666668,18.295833333333334,12.679166666666667,70.41666666666667,1.9958333333333336,120.0,4.45,146.66666666666666,0.0,0.0,1.3333333333333333,2.92375
2016-03-03,1018.0375,1021.2291666666666,19.354166666666668,13.325000000000001,69.25,2.6041666666666665,88.75,4.95,150.83333333333334,0.0,0.0,0.9583333333333334,6.1525
2016-03-04,1015.2083333333334,1018.3625000000001,21.8,14.629166666666668,64.29166666666667,2.525,59.583333333333336,5.166666666666667,82.5,0.0,0.0,1.0416666666666667,7.264166666666667
2016-03-05,1012.9916666666668,1016.125,23.141666666666666,16.662499999999998,67.70833333333333,2.5291666666666663,79.16666666666667,5.441666666666666,123.33333333333333,0.0,0.0,1.4583333333333333,6.319166666666667
2016-03-06,1012.2625000000002,1015.3916666666665,23.67083333333333,17.662499999999998,70.04166666666667,2.7416666666666667,124.16666666666667,5.366666666666667,159.16666666666666,0.0,0.0,1.375,5.29875
2016-03-07,1012.2416666666667,1015.3791666666666,22.775000000000002,18.583333333333332,77.95833333333333,1.6791666666666665,124.58333333333333,4.041666666666667,138.33333333333334,0.0,0.0,1.125,6.152916666666667
2016-03-08,1010.1333333333332,1013.2333333333332,24.475000000000005,19.991666666666667,76.29166666666667,2.504166666666667,181.66666666666666,5.283333333333334,197.91666666666666,0.0,0.0,1.0833333333333333,4.680416666666667
2016-03-09,1010.3291666666668,1013.4625,22.3875,18.675,79.58333333333333,2.7125,100.83333333333333,5.583333333333333,161.66666666666666,0.0,0.5,0.5416666666666666,7.4375
2016-03-10,1014.4375,1017.6666666666666,14.729166666666666,13.2875,91.04166666666667,4.620833333333334,64.58333333333333,9.95,91.25,16.5,7.8999999999999995,0.16666666666666666,9.75
2016-03-11,1017.3000000000002,1020.5875,12.795833333333334,11.762500000000001,93.5,3.8791666666666664,80.41666666666667,7.691666666666667,89.16666666666667,13.0,5.8,0.3333333333333333,9.916666666666666
2016-03-12,1014.9041666666667,1018.1083333333332,17.579166666666666,14.3375,81.79166666666667,2.4875000000000003,78.33333333333333,5.070833333333333,125.41666666666667,0.0,0.0,0.9166666666666666,8.875
2016-03-13,1011.4041666666667,1014.5625,20.579166666666666,17.883333333333333,84.79166666666667,2.975,132.91666666666666,6.425,127.08333333333333,2.5,0.2,0.5833333333333334,8.63875
2016-03-14,1012.7833333333333,1015.9833333333332,16.133333333333336,13.737499999999999,85.79166666666667,4.1875,69.58333333333333,8.375,66.25,1.5,1.3,0.4166666666666667,9.652916666666668
2016-03-15,1013.5458333333335,1016.7458333333334,15.616666666666665,13.975000000000001,90.0,2.6166666666666667,70.83333333333333,5.125,87.91666666666667,0.0,0.4,0.25,9.895833333333334
2016-03-16,1012.35,1015.5166666666668,19.90833333333333,16.408333333333335,81.0,3.2375000000000003,74.16666666666667,6.591666666666666,97.08333333333333,0.0,0.0,1.125,5.708333333333333
2016-03-17,1012.0,1015.1541666666667,21.70416666666667,18.308333333333334,81.54166666666667,1.6541666666666668,128.75,3.8791666666666664,207.08333333333334,0.0,0.0,1.125,4.4375
2016-03-18,1009.6875,1012.8125,24.90416666666667,21.70416666666667,82.875,3.125,180.83333333333334,6.095833333333334,205.0,0.0,0.0,1.375,3.1666666666666665
2016-03-19,1010.9375,1014.0375,24.404166666666665,21.629166666666666,84.79166666666667,2.545833333333333,120.41666666666667,5.7124999999999995,125.83333333333333,0.0,0.0,0.9583333333333334,5.638749999999999
2016-03-20,1012.3666666666667,1015.5125000000002,22.2,19.3625,84.16666666666667,3.1291666666666664,77.5,6.879166666666667,78.33333333333333,0.0,0.0,1.0416666666666667,8.944583333333334
2016-03-21,1012.7041666666668,1015.8958333333334,19.516666666666666,17.037499999999998,85.91666666666667,3.9,78.75,8.195833333333333,104.58333333333333,8.5,3.8,0.5,8.708333333333334
2016-03-22,1011.2291666666666,1014.3958333333334,20.65,18.554166666666667,88.04166666666667,2.9458333333333333,52.916666666666664,5.895833333333333,83.75,2.5,2.1,0.9166666666666666,8.840416666666668
2016-03-23,1010.2333333333332,1013.3916666666668,20.904166666666665,19.462500000000002,91.66666666666667,2.3874999999999997,80.0,5.183333333333334,92.08333333333333,39.0,5.4,0.5416666666666666,9.159583333333332
2016-03-24,1015.2999999999998,1018.5333333333333,14.4125,12.920833333333333,90.79166666666667,4.675,41.666666666666664,9.575000000000001,57.083333333333336,2.5,4.0,0.20833333333333334,9.604166666666666
2016-03-25,1018.1708333333332,1021.4625,12.645833333333334,11.6875,93.91666666666667,4.45,25.0,8.816666666666666,25.416666666666668,10.5,10.8,0.3333333333333333,9.652916666666668
2016-03-26,1018.3166666666666,1021.5541666666668,16.079166666666666,9.070833333333333,64.08333333333333,4.220833333333333,95.83333333333333,8.85,95.83333333333333,0.0,0.0,1.875,1.7220833333333332
2016-03-27,1019.6916666666666,1022.9333333333334,16.316666666666666,9.275,63.75,4.983333333333333,28.75,10.0,46.25,0.0,0.0,1.5833333333333333,3.0833333333333335
2016-03-28,1020.2125,1023.4458333333332,17.491666666666667,8.3375,56.708333333333336,3.345833333333333,106.66666666666667,6.558333333333334,120.0,0.0,0.0,1.875,0.0
2016-03-29,1018.6416666666668,1021.8166666666666,20.34166666666667,11.804166666666667,59.125,2.3333333333333335,108.33333333333333,4.875,112.5,0.0,0.0,1.25,4.416666666666667
2016-03-30,1015.6708333333332,1018.8083333333334,22.879166666666663,15.962499999999999,65.91666666666667,1.6083333333333334,98.33333333333333,3.8250000000000006,137.5,0.0,0.0,1.4166666666666667,3.1666666666666665
2016-03-31,1011.9749999999999,1015.0749999999999,24.287500000000005,19.8,76.125,1.6375,167.08333333333334,3.858333333333334,157.08333333333334,0.0,0.0,1.25,5.666666666666667
2016-04-01,1012.0833333333334,1015.1916666666666,23.745833333333337,19.891666666666666,79.33333333333333,1.7583333333333335,94.16666666666667,4.0249999999999995,152.08333333333334,0.0,0.0,0.875,4.340416666666667
2016-04-02,1012.8375,1015.9458333333332,24.758333333333336,20.495833333333334,77.66666666666667,1.7791666666666668,130.0,3.9083333333333337,134.58333333333334,0.0,0.0,1.2083333333333333,5.242916666666667
2016-04-03,1011.8083333333334,1014.9083333333333,25.787500000000005,21.675,78.29166666666667,1.9083333333333332,195.83333333333334,4.245833333333333,218.33333333333334,0.0,0.0,1.3333333333333333,2.75
2016-04-04,1010.5166666666668,1013.6166666666667,25.95,21.491666666666664,76.875,1.5958333333333332,205.41666666666666,3.6833333333333336,233.75,0.0,0.0,1.5,4.590416666666667
2016-04-05,1011.6958333333333,1014.7958333333332,25.758333333333336,21.191666666666666,76.45833333333333,2.0,142.5,4.175,156.66666666666666,0.0,0.0,1.75,3.32625
2016-04-06,1010.9208333333332,1014.0166666666668,27.25,21.84166666666667,72.79166666666667,2.866666666666667,175.83333333333334,6.354166666666667,195.83333333333334,0.0,0.0,1.7083333333333333,0.5695833333333333
